field_name	field_location	data_type	units	field_description	allowable_enumeration
out.emissions.electricity.exterior_lights.lrmer_mid_case_15_2023_start	metadata	float	co2e_kg	annual greenhouse gas emissions from on-site exterior lights electricity use with Cambium 2022 Long-Range Marginal Emissions Rate mid case emissions intensity values levelized over 15 years starting in 2023	""
out.emissions.electricity.exterior_lights.lrmer_mid_case_15_2025_start	metadata	float	co2e_kg	annual greenhouse gas emissions from on-site exterior lights electricity use with Cambium 2022 Long-Range Marginal Emissions Rate mid case emissions intensity values levelized over 15 years starting in 2025	""
out.emissions.electricity.exterior_lights.lrmer_mid_case_25_2025_start	metadata	float	co2e_kg	annual greenhouse gas emissions from on-site exterior lights electricity use with Cambium 2022 Long-Range Marginal Emissions Rate mid case emissions intensity values levelized over 25 years starting in 2025	""
out.emissions.electricity.exterior_lights.lrmer_mid_case_30_2023_start	metadata	float	co2e_kg	annual greenhouse gas emissions from on-site exterior lights electricity use with Cambium 2022 Long-Range Marginal Emissions Rate mid case emissions intensity values levelized over 30 years starting in 2023	""
out.emissions.electricity.heating.aer_95_decarb_by_2035_from_2023	metadata	float	co2e_kg	annual greenhouse gas emissions from on-site heating electricity use with Cambium 2022 Average Emissions Rate 95% decarb by 2035 non-levelized emissions intensity values from 2023	""
out.emissions.electricity.heating.aer_95_decarb_by_2050_from_2023	metadata	float	co2e_kg	annual greenhouse gas emissions from on-site heating electricity use with Cambium 2022 Average Emissions Rate 95% decarb by 2050 non-levelized emissions intensity values from 2023	""
out.emissions.electricity.heating.aer_high_re_cost_from_2023	metadata	float	co2e_kg	annual greenhouse gas emissions from on-site heating electricity use with Cambium 2022 Average Emissions Rate high renewable energy cost non-levelized emissions intensity values from 2023	""
out.emissions.electricity.heating.aer_low_re_cost_from_2023	metadata	float	co2e_kg	annual greenhouse gas emissions from on-site heating electricity use with Cambium 2022 Average Emissions Rate low renewable energy cost non-levelized emissions intensity values from 2023	""
out.emissions.electricity.heating.aer_mid_case_from_2023	metadata	float	co2e_kg	annual greenhouse gas emissions from on-site heating electricity use with Cambium 2022 Average Emissions Rate mid case non-levelized emissions intensity values from 2023	""
out.emissions.electricity.heating.egrid_2018_state	metadata	float	co2e_kg	annual greenhouse gas emissions from on-site heating electricity use with eGRID 2018 state emissions intensity values	""
out.emissions.electricity.heating.egrid_2018_subregion	metadata	float	co2e_kg	annual greenhouse gas emissions from on-site heating electricity use with eGRID 2018 subregion emissions intensity values	""
out.emissions.electricity.heating.egrid_2019_state	metadata	float	co2e_kg	annual greenhouse gas emissions from on-site heating electricity use with eGRID 2019 state emissions intensity values	""
out.emissions.electricity.heating.egrid_2019_subregion	metadata	float	co2e_kg	annual greenhouse gas emissions from on-site heating electricity use with eGRID 2019 subregion emissions intensity values	""
out.emissions.electricity.heating.egrid_2020_state	metadata	float	co2e_kg	annual greenhouse gas emissions from on-site heating electricity use with eGRID 2020 state emissions intensity values	""
out.emissions.electricity.heating.egrid_2020_subregion	metadata	float	co2e_kg	annual greenhouse gas emissions from on-site heating electricity use with eGRID 2020 subregion emissions intensity values	""
out.emissions.electricity.heating.egrid_2021_state	metadata	float	co2e_kg	annual greenhouse gas emissions from on-site heating electricity use with eGRID 2021 state emissions intensity values	""
out.emissions.electricity.heating.egrid_2021_subregion	metadata	float	co2e_kg	annual greenhouse gas emissions from on-site heating electricity use with eGRID 2021 subregion emissions intensity values	""
out.emissions.electricity.heating.lrmer_95_decarb_by_2035_15_2023_start	metadata	float	co2e_kg	annual greenhouse gas emissions from on-site heating electricity use with Cambium 2022 Long-Range Marginal Emissions Rate 95% decarb by 2035 emissions intensity values levelized over 15 years starting in 2023	""
out.emissions.electricity.heating.lrmer_95_decarb_by_2035_15_2025_start	metadata	float	co2e_kg	annual greenhouse gas emissions from on-site heating electricity use with Cambium 2022 Long-Range Marginal Emissions Rate 95% decarb by 2035 emissions intensity values levelized over 15 years starting in 2025	""
out.emissions.electricity.heating.lrmer_95_decarb_by_2035_25_2025_start	metadata	float	co2e_kg	annual greenhouse gas emissions from on-site heating electricity use with Cambium 2022 Long-Range Marginal Emissions Rate 95% decarb by 2035 emissions intensity values levelized over 25 years starting in 2025	""
out.emissions.electricity.heating.lrmer_95_decarb_by_2035_30_2023_start	metadata	float	co2e_kg	annual greenhouse gas emissions from on-site heating electricity use with Cambium 2022 Long-Range Marginal Emissions Rate 95% decarb by 2035 emissions intensity values levelized over 30 years starting in 2023	""
out.emissions.electricity.heating.lrmer_95_decarb_by_2050_15_2023_start	metadata	float	co2e_kg	annual greenhouse gas emissions from on-site heating electricity use with Cambium 2022 Long-Range Marginal Emissions Rate 95% decarb by 2050 emissions intensity values levelized over 15 years starting in 2023	""
out.emissions.electricity.heating.lrmer_95_decarb_by_2050_30_2023_start	metadata	float	co2e_kg	annual greenhouse gas emissions from on-site heating electricity use with Cambium 2022 Long-Range Marginal Emissions Rate 95% decarb by 2050 emissions intensity values levelized over 30 years starting in 2023	""
out.emissions.electricity.heating.lrmer_high_re_cost_15_2023_start	metadata	float	co2e_kg	annual greenhouse gas emissions from on-site heating electricity use with Cambium 2022 Long-Range Marginal Emissions Rate high renewable energy cost emissions intensity values levelized over 15 years starting in 2023	""
out.emissions.electricity.heating.lrmer_high_re_cost_30_2023_start	metadata	float	co2e_kg	annual greenhouse gas emissions from on-site heating electricity use with Cambium 2022 Long-Range Marginal Emissions Rate high renewable energy cost emissions intensity values levelized over 30 years starting in 2023	""
out.emissions.electricity.heating.lrmer_low_re_cost_15_2023_start	metadata	float	co2e_kg	annual greenhouse gas emissions from on-site heating electricity use with Cambium 2022 Long-Range Marginal Emissions Rate low renewable energy cost emissions intensity values levelized over 15 years starting in 2023	""
out.emissions.electricity.heating.lrmer_low_re_cost_15_2025_start	metadata	float	co2e_kg	annual greenhouse gas emissions from on-site heating electricity use with Cambium 2022 Long-Range Marginal Emissions Rate low renewable energy cost emissions intensity values levelized over 15 years starting in 2025	""
out.emissions.electricity.heating.lrmer_low_re_cost_25_2025_start	metadata	float	co2e_kg	annual greenhouse gas emissions from on-site heating electricity use with Cambium 2022 Long-Range Marginal Emissions Rate low renewable energy cost emissions intensity values levelized over 25 years starting in 2025	""
out.emissions.electricity.heating.lrmer_low_re_cost_30_2023_start	metadata	float	co2e_kg	annual greenhouse gas emissions from on-site heating electricity use with Cambium 2022 Long-Range Marginal Emissions Rate low renewable energy cost emissions intensity values levelized over 30 years starting in 2023	""
out.emissions.electricity.heating.lrmer_mid_case_15_2023_start	metadata	float	co2e_kg	annual greenhouse gas emissions from on-site heating electricity use with Cambium 2022 Long-Range Marginal Emissions Rate mid case emissions intensity values levelized over 15 years starting in 2023	""
out.emissions.electricity.heating.lrmer_mid_case_15_2025_start	metadata	float	co2e_kg	annual greenhouse gas emissions from on-site heating electricity use with Cambium 2022 Long-Range Marginal Emissions Rate mid case emissions intensity values levelized over 15 years starting in 2025	""
out.emissions.electricity.heating.lrmer_mid_case_25_2025_start	metadata	float	co2e_kg	annual greenhouse gas emissions from on-site heating electricity use with Cambium 2022 Long-Range Marginal Emissions Rate mid case emissions intensity values levelized over 25 years starting in 2025	""
out.emissions.electricity.heating.lrmer_mid_case_30_2023_start	metadata	float	co2e_kg	annual greenhouse gas emissions from on-site heating electricity use with Cambium 2022 Long-Range Marginal Emissions Rate mid case emissions intensity values levelized over 30 years starting in 2023	""
out.emissions.electricity.interior_equipment.aer_95_decarb_by_2035_from_2023	metadata	float	co2e_kg	annual greenhouse gas emissions from on-site interior equipment electricity use with Cambium 2022 Average Emissions Rate 95% decarb by 2035 non-levelized emissions intensity values from 2023	""
out.emissions.electricity.interior_equipment.aer_95_decarb_by_2050_from_2023	metadata	float	co2e_kg	annual greenhouse gas emissions from on-site interior equipment electricity use with Cambium 2022 Average Emissions Rate 95% decarb by 2050 non-levelized emissions intensity values from 2023	""
out.emissions.electricity.interior_equipment.aer_high_re_cost_from_2023	metadata	float	co2e_kg	annual greenhouse gas emissions from on-site interior equipment electricity use with Cambium 2022 Average Emissions Rate high renewable energy cost non-levelized emissions intensity values from 2023	""
out.emissions.electricity.interior_equipment.aer_low_re_cost_from_2023	metadata	float	co2e_kg	annual greenhouse gas emissions from on-site interior equipment electricity use with Cambium 2022 Average Emissions Rate low renewable energy cost non-levelized emissions intensity values from 2023	""
out.emissions.electricity.interior_equipment.aer_mid_case_from_2023	metadata	float	co2e_kg	annual greenhouse gas emissions from on-site interior equipment electricity use with Cambium 2022 Average Emissions Rate mid case non-levelized emissions intensity values from 2023	""
out.emissions.electricity.interior_equipment.egrid_2018_state	metadata	float	co2e_kg	annual greenhouse gas emissions from on-site interior equipment electricity use with eGRID 2018 state emissions intensity values	""
out.emissions.electricity.interior_equipment.egrid_2018_subregion	metadata	float	co2e_kg	annual greenhouse gas emissions from on-site interior equipment electricity use with eGRID 2018 subregion emissions intensity values	""
out.emissions.electricity.interior_equipment.egrid_2019_state	metadata	float	co2e_kg	annual greenhouse gas emissions from on-site interior equipment electricity use with eGRID 2019 state emissions intensity values	""
out.emissions.electricity.interior_equipment.egrid_2019_subregion	metadata	float	co2e_kg	annual greenhouse gas emissions from on-site interior equipment electricity use with eGRID 2019 subregion emissions intensity values	""
out.emissions.electricity.interior_equipment.egrid_2020_state	metadata	float	co2e_kg	annual greenhouse gas emissions from on-site interior equipment electricity use with eGRID 2020 state emissions intensity values	""
out.emissions.electricity.interior_equipment.egrid_2020_subregion	metadata	float	co2e_kg	annual greenhouse gas emissions from on-site interior equipment electricity use with eGRID 2020 subregion emissions intensity values	""
out.emissions.electricity.interior_equipment.egrid_2021_state	metadata	float	co2e_kg	annual greenhouse gas emissions from on-site interior equipment electricity use with eGRID 2021 state emissions intensity values	""
